,temperature,apparentTemperature,dewPoint,month,hour,is_holiday,gen
1942,33.68,27.39,22.75,3,12,0,0.479608889
1943,33.44,26.65,22.69,3,13,0,0.204848888
1944,32.6,25.09,22.44,3,14,0,0.331344444
1945,32.65,25.58,22.0,3,15,0,0.201766666
1946,31.97,26.09,21.53,3,16,0,0.31122
1947,31.92,25.76,21.57,3,17,0,0.281848888
1948,31.84,25.35,20.83,3,18,0,0.28798611
1949,31.64,21.77,19.11,3,19,0,1.423076111
1950,30.25,21.23,14.54,3,20,0,0.434627222
1951,29.22,19.38,14.5,3,21,0,0.41779
1952,30.48,20.87,13.24,3,22,0,0.43026111
1953,30.79,21.51,12.94,3,23,0,0.336454443
1954,31.06,22.19,12.34,3,0,0,0.428364445
1955,32.45,23.54,11.54,3,1,0,0.5207
1956,31.44,21.81,10.78,3,2,0,0.605312223
1957,31.37,21.08,9.76,3,3,0,0.641253332
1958,31.17,21.49,8.86,3,4,0,0.644426667
1959,30.11,20.03,7.85,3,5,0,0.586926111
1960,28.98,19.65,6.94,3,6,0,0.841612222
1961,27.2,16.7,5.19,3,7,0,1.155877221
1962,25.3,14.17,5.07,3,8,0,0.787093887
1963,23.38,11.53,5.04,3,9,0,0.795176111
1964,21.84,10.16,4.83,3,10,0,1.054255
1965,19.85,8.6,2.66,3,11,0,0.841631666
1966,18.01,6.01,-0.26,3,12,0,0.855851111
1967,16.37,4.64,-1.42,3,13,0,0.73950889
1968,15.32,7.1,-1.29,3,14,0,0.743294444
1969,14.63,5.66,-1.83,3,15,0,0.745744999
1970,13.47,5.27,-1.22,3,16,0,0.825128332
1971,12.53,2.43,0.96,3,17,0,0.958807777
1972,11.64,4.11,0.53,3,18,0,1.134473333
1973,11.62,2.35,0.99,3,19,0,1.186660554
1974,14.6,7.04,1.58,3,20,0,1.68838
1975,16.88,6.8,-1.48,3,21,0,0.735214445
1976,18.41,6.38,-2.1,3,22,0,0.804242222
1977,20.58,8.71,-2.15,3,23,0,0.625412779
1978,22.52,13.39,-1.11,3,0,0,0.554429446
1979,23.71,13.15,-2.33,3,1,0,0.510770001
1980,25.62,15.36,-1.63,3,2,0,0.482029445
1981,26.91,17.16,-1.28,3,3,0,0.438925
1982,26.42,16.3,-0.32,3,4,0,0.436498888
1983,27.57,19.17,0.53,3,5,0,0.385179446
1984,26.69,17.21,-0.02,3,6,0,0.424255555
1985,24.81,14.18,1.91,3,7,0,0.966495
1986,23.38,13.74,2.78,3,8,0,0.631848889
1987,22.11,12.94,3.42,3,9,0,0.838417777
1988,20.66,14.84,4.44,3,10,0,0.793225555
1989,18.83,11.23,4.85,3,11,0,0.508283888
1990,18.06,11.46,5.63,3,12,0,0.459012778
1991,16.06,10.39,7.01,3,13,0,0.394147223
1992,15.16,15.16,6.62,3,14,0,0.15291611
1993,13.26,6.3,6.54,3,15,0,0.139297778
1994,11.41,4.01,6.35,3,16,0,0.266069445
1995,10.84,4.93,5.83,3,17,0,0.486390555
1996,11.17,2.15,5.59,3,18,0,0.582361111
1997,10.95,4.09,6.46,3,19,0,0.584339445
1998,14.37,4.89,8.04,3,20,0,0.512591669
1999,18.5,9.78,8.89,3,21,0,0.539793333
2000,23.79,15.65,8.46,3,22,0,0.368665556
2001,26.32,17.63,5.63,3,23,0,0.973300556
2002,29.04,20.0,6.38,3,0,0,0.513282777
2003,31.09,22.08,6.07,3,1,0,0.606944998
2004,31.57,22.88,6.15,3,2,0,0.687377781
2005,33.46,28.95,6.79,3,3,0,0.747982779
2006,33.7,27.55,7.92,3,4,0,0.745406112
2007,33.82,26.15,8.39,3,5,0,0.746607221
2008,33.33,33.33,8.17,3,6,0,0.900469445
2009,32.52,27.38,8.56,3,7,0,0.932598889
2010,29.19,29.19,11.45,3,8,0,1.240628888
2011,27.42,27.42,15.34,3,9,0,1.362540556
2012,27.24,27.24,15.37,3,10,0,1.319342778
2013,28.25,22.77,12.62,3,11,0,1.229616667
2014,27.85,27.85,13.17,3,12,0,0.934703333
2015,26.51,21.58,14.46,3,13,0,0.744028332
2016,26.07,21.56,15.95,3,14,0,0.682516112
2017,26.33,21.21,15.25,3,15,0,0.661195
2018,26.04,19.61,15.81,3,16,0,0.700898334
2019,25.73,25.73,15.59,3,17,0,0.953246111
2020,25.5,20.78,14.58,3,18,0,0.775626666
2021,26.0,18.26,12.44,3,19,0,0.999223888
2022,25.98,15.53,11.58,3,20,0,1.046809999
2023,26.23,14.45,12.4,3,21,0,0.632916112
2024,26.56,15.61,11.79,3,22,0,0.476302779
2025,26.99,16.17,9.89,3,23,0,0.440675554
2026,28.2,17.33,5.65,3,0,0,0.51852
2027,29.23,16.44,4.63,3,1,0,0.461553333
2028,30.86,18.4,3.11,3,2,0,0.423823889
2029,30.2,17.19,2.63,3,3,0,0.417217778
2030,30.02,18.01,2.97,3,4,0,0.26606
2031,28.53,17.31,1.74,3,5,0,0.180586111
2032,27.94,14.5,-0.35,3,6,0,0.214984998
2033,25.79,12.08,-3.69,3,7,0,0.413943888
2034,23.21,11.18,-4.94,3,8,0,0.554758333
2035,22.09,9.71,-5.0,3,9,0,0.731177777
2036,21.72,9.74,-4.13,3,10,0,0.882887222
2037,20.0,7.56,-4.03,3,11,0,0.653984445
2038,19.54,7.34,-2.47,3,12,0,0.372498889
2039,18.09,5.32,0.81,3,13,0,0.193046112
2040,17.71,6.3,2.0,3,14,0,0.283127221
2041,16.79,4.71,2.13,3,15,0,0.268366111
2042,16.35,5.29,1.47,3,16,0,0.475341112
2043,15.97,4.07,2.78,3,17,0,0.536084999
2044,15.27,5.0,1.95,3,18,0,0.708401112
2045,14.47,5.21,2.45,3,19,0,0.706791111
2046,17.47,9.18,2.62,3,20,0,0.832775
2047,20.74,10.77,3.11,3,21,0,0.573140555
2048,23.72,16.35,2.69,3,22,0,0.812675
2049,25.85,20.45,4.25,3,23,0,0.893212777
2050,27.64,27.64,3.43,3,0,0,0.640350001
2051,31.25,25.87,3.11,3,1,0,0.727206112
2052,34.53,29.83,3.5,3,2,0,0.791584444
2053,36.21,30.16,4.08,3,3,0,0.847292223
2054,38.25,33.32,4.53,3,4,0,0.796438888
2055,39.15,33.93,7.12,3,5,0,0.766659443
2056,38.54,33.12,7.1,3,6,0,0.882503333
2057,37.75,37.75,8.22,3,7,0,0.820646667
2058,37.07,31.69,8.93,3,8,0,0.911472221
2059,36.66,32.34,10.01,3,9,0,1.079597222
2060,36.62,33.86,10.66,3,10,0,1.131546666
2061,36.54,29.44,11.23,3,11,0,1.130180554
2062,37.01,30.31,10.99,3,12,0,1.103934999
2063,36.46,29.72,14.82,3,13,0,0.86959
2064,34.3,34.3,20.94,3,14,0,0.705986112
2065,34.42,34.42,21.88,3,15,0,0.523821111
2066,33.2,28.51,25.42,3,16,0,0.612655556
2067,33.7,28.14,24.75,3,17,0,0.869753888
2068,34.15,31.01,24.55,3,18,0,0.769739999
2069,33.84,27.17,26.09,3,19,0,1.019080556
2070,34.46,29.73,27.78,3,20,0,0.871916667
2071,34.85,31.61,29.66,3,21,0,0.543498888
2072,35.37,28.54,31.15,3,22,0,0.370887779
2073,37.24,37.24,33.63,3,23,0,0.543406112
2074,38.93,35.81,34.82,3,0,0,1.242302779
2075,39.58,36.99,36.39,3,1,0,0.373238333
2076,41.82,37.31,38.15,3,2,0,0.281283888
2077,44.51,40.95,39.9,3,3,0,0.282335
2078,43.23,39.16,40.59,3,4,0,0.259812779
2079,44.52,42.68,41.26,3,5,0,0.212076111
2080,44.66,39.92,41.95,3,6,0,0.294265556
2081,44.91,42.0,42.07,3,7,0,0.397447779
2082,44.31,40.51,41.91,3,8,0,0.425277778
2083,43.05,43.05,41.49,3,9,0,0.310347224
2084,42.5,42.5,40.76,3,10,0,0.407986112
2085,45.37,42.37,43.64,3,11,0,0.774549999
2086,44.91,40.03,40.85,3,12,0,0.509464999
2087,44.2,38.86,39.33,3,13,0,0.363618334
2088,43.2,36.43,38.03,3,14,0,0.341667223
2089,42.33,37.67,37.12,3,15,0,0.435068334
2090,40.43,37.11,35.94,3,16,0,0.850129444
2091,39.53,36.79,35.78,3,17,0,0.617405001
2092,38.58,38.58,34.78,3,18,0,0.985829445
2093,38.04,35.36,34.44,3,19,0,0.917966667
2094,38.07,34.09,35.13,3,20,0,0.87740611
2095,39.92,39.92,36.28,3,21,0,0.722075554
2096,42.07,42.07,36.39,3,22,0,0.717417778
2097,43.54,43.54,36.96,3,23,0,0.711641667
2098,47.86,45.2,36.92,3,0,0,0.801832221
2099,49.65,48.27,36.69,3,1,0,0.850464999
2100,49.76,46.34,35.94,3,2,0,0.908889445
2101,49.51,46.76,37.37,3,3,0,0.884253889
2102,48.92,44.79,37.23,3,4,0,0.851045555
2103,48.18,43.49,37.31,3,5,0,0.74315611
2104,44.86,39.51,37.47,3,6,0,0.850473888
2105,43.17,37.03,36.54,3,7,0,1.067422779
2106,41.4,34.25,36.16,3,8,0,0.733459444
2107,39.57,31.51,36.09,3,9,0,0.958628889
2108,39.34,31.29,35.44,3,10,0,1.629307779
2109,39.33,30.07,35.45,3,11,0,0.629874999
2110,39.3,29.69,35.23,3,12,0,0.593300001
2111,39.22,29.01,35.25,3,13,0,0.515259999
2112,39.27,29.7,35.23,3,14,0,0.470879447
2113,39.39,30.83,35.93,3,15,0,0.472833889
2114,39.32,31.25,35.27,3,16,0,0.532457223
2115,39.22,32.42,35.78,3,17,0,0.730093332
2116,39.04,32.32,35.08,3,18,0,0.817451667
2117,39.02,33.8,35.69,3,19,0,0.704636668
2118,38.94,32.97,35.65,3,20,0,0.756736111
2119,37.98,34.24,36.55,3,21,0,0.244486666
2120,38.86,35.75,36.66,3,22,0,0.260959999
2121,39.06,35.23,37.48,3,23,0,0.203008334
2122,39.4,34.66,37.04,3,0,0,0.238136111
2123,40.0,34.2,37.68,3,1,0,0.281091665
2124,39.93,32.55,37.48,3,2,0,0.276986667
2125,39.96,32.38,36.96,3,3,0,0.302327221
2126,39.88,32.97,37.26,3,4,0,0.284769446
2127,38.46,30.27,35.87,3,5,0,0.38675889
2128,37.46,30.87,34.96,3,6,0,0.726411667
2129,36.11,30.15,33.72,3,7,0,0.82568611
2130,34.61,29.81,32.92,3,8,0,0.480250555
2131,34.41,27.69,32.78,3,9,0,0.523279999
2132,34.19,27.03,31.71,3,10,0,1.071176669
2133,34.58,28.66,31.63,3,11,0,0.557138888
2134,33.18,24.35,30.74,3,12,0,0.508174442
2135,33.0,26.84,29.8,3,13,0,0.474815
2136,32.23,24.02,28.82,3,14,0,0.487402778
2137,31.36,24.31,27.99,3,15,0,0.494167777
2138,31.29,24.1,27.91,3,16,0,0.576091668
2139,31.17,23.53,27.66,3,17,0,0.764484444
2140,31.02,23.43,26.94,3,18,0,0.953553332
2141,30.86,22.41,26.86,3,19,0,1.158332222
2142,30.91,21.87,26.6,3,20,0,0.980833889
2143,31.03,23.28,26.53,3,21,0,1.072057778
2144,31.13,23.57,26.34,3,22,0,1.276324999
2145,31.68,23.34,26.67,3,23,0,1.252031665
2146,33.04,24.49,26.97,4,0,0,0.848322777
2147,34.01,26.04,27.22,4,1,0,0.871143889
2148,35.48,26.33,27.36,4,2,0,0.871819999
2149,36.19,27.03,27.84,4,3,0,0.883923334
2150,36.67,29.91,27.26,4,4,0,0.781662778
2151,36.38,29.94,26.93,4,5,0,0.745406667
2152,34.98,25.83,26.58,4,6,0,0.83700611
2153,34.59,27.44,25.35,4,7,0,0.915204445
2154,34.33,26.83,25.18,4,8,0,0.555148889
2155,34.9,26.59,24.3,4,9,0,0.723163332
2156,34.96,28.52,25.09,4,10,0,0.931147777
2157,34.88,26.34,25.09,4,11,0,0.473646666
2158,34.61,26.83,24.9,4,12,0,0.377698889
2159,33.43,27.01,24.81,4,13,0,0.300787778
2160,32.48,25.17,24.81,4,14,0,0.298887223
2161,31.14,31.14,24.25,4,15,0,0.22350389
2162,29.37,25.23,24.04,4,16,0,0.260817223
2163,29.69,26.01,23.94,4,17,0,0.242641667
2164,29.28,24.36,23.66,4,18,0,0.484909445
2165,29.03,23.74,23.73,4,19,0,0.767582221
2166,31.07,27.23,24.82,4,20,0,0.323208333
2167,33.95,29.45,24.91,4,21,0,0.198365002
2168,37.11,37.11,26.01,4,22,0,0.54493611
2169,40.46,37.03,26.63,4,23,0,0.495666111
2170,43.56,41.27,27.51,4,0,0,0.330617777
2171,46.32,44.15,28.91,4,1,0,0.354705557
2172,48.98,47.39,28.7,4,2,0,0.316640557
2173,51.26,51.26,29.36,4,3,0,0.329862778
2174,51.7,51.7,28.85,4,4,0,0.306947222
2175,51.24,51.24,28.81,4,5,0,0.340146666
2176,50.21,50.21,31.33,4,6,0,0.560936667
2177,45.46,45.46,33.25,4,7,0,0.648741667
2178,42.38,42.38,32.14,4,8,0,0.501441667
2179,42.05,42.05,31.15,4,9,0,0.521798333
2180,39.75,37.94,31.3,4,10,0,0.564078334
2181,39.43,34.01,30.51,4,11,0,0.612968887
2182,38.23,33.32,30.27,4,12,0,0.653785554
2183,39.02,33.34,29.77,4,13,0,0.623688334
2184,39.31,35.2,29.83,4,14,0,0.590574444
2185,39.22,33.15,29.62,4,15,0,0.629803888
2186,36.89,30.08,29.37,4,16,0,0.742672778
2187,36.59,31.59,29.29,4,17,0,0.782540002
2188,34.31,30.34,28.33,4,18,0,0.801946112
2189,33.44,28.29,28.55,4,19,0,1.203475556
2190,36.43,31.63,30.76,4,20,0,0.919497223
2191,39.31,36.83,31.41,4,21,0,0.751262223
2192,41.91,39.2,32.58,4,22,0,0.738671111
2193,43.58,43.58,32.71,4,23,0,0.715277779
2194,46.97,44.54,33.31,4,0,0,1.595583334
2195,49.05,46.23,33.58,4,1,0,0.751677221
2196,52.58,52.58,33.99,4,2,0,0.681161667
2197,54.88,54.88,32.64,4,3,0,0.652382222
2198,56.34,56.34,31.72,4,4,0,0.575665556
2199,56.65,56.65,29.68,4,5,0,0.530778335
2200,56.1,56.1,29.55,4,6,0,0.821794444
2201,52.83,52.83,30.38,4,7,0,1.168687223
2202,43.97,41.17,31.6,4,8,0,0.492816667
2203,42.18,40.28,30.25,4,9,0,0.605020556
2204,39.47,35.79,29.05,4,10,0,0.433102223
2205,37.18,33.8,27.26,4,11,0,0.381582779
2206,34.61,31.64,26.59,4,12,0,0.271305001
2207,34.98,32.06,25.58,4,13,0,0.181463889
2208,35.42,30.98,25.44,4,14,0,0.132571113
2209,34.41,28.43,25.44,4,15,0,0.125093889
2210,33.53,27.99,25.38,4,16,0,0.196040556
2211,31.72,31.72,24.67,4,17,0,0.323124445
2212,31.27,24.48,23.47,4,18,0,0.216848333
2213,30.36,24.84,23.57,4,19,0,0.604890001
2214,34.06,28.54,25.01,4,20,0,0.363603333
2215,37.8,33.34,24.96,4,21,0,0.169328887
2216,39.77,34.69,23.81,4,22,0,0.235187222
2217,42.62,37.87,23.82,4,23,0,0.253973332
2218,44.1,39.13,22.24,4,0,0,0.477629445
2219,46.28,42.36,23.41,4,1,0,0.874948888
2220,48.43,44.73,23.65,4,2,0,0.527419446
2221,49.21,46.86,23.35,4,3,0,0.511181112
2222,49.95,47.68,23.69,4,4,0,0.523941112
2223,49.07,46.83,23.9,4,5,0,0.505872775
2224,48.02,46.85,23.04,4,6,0,0.840533334
2225,45.34,42.32,25.92,4,7,0,0.613938888
2226,39.61,36.02,26.26,4,8,0,0.546822222
2227,35.91,32.08,26.17,4,9,0,0.672874444
2228,34.65,28.68,25.68,4,10,0,0.641339445
2229,34.73,29.77,26.32,4,11,0,0.694095554
2230,35.02,30.88,26.61,4,12,0,0.691815555
2231,34.62,31.03,26.56,4,13,0,0.660066112
2232,37.45,32.98,23.92,4,14,0,0.689652223
2233,38.0,32.86,23.21,4,15,0,0.785393333
2234,37.48,31.6,22.78,4,16,0,0.789106112
2235,37.61,31.71,22.72,4,17,0,1.071843333
2236,37.1,32.08,22.65,4,18,0,1.228107781
2237,36.84,32.21,22.45,4,19,0,1.381884999
2238,38.58,33.94,22.47,4,20,0,0.868178334
2239,40.68,35.32,22.88,4,21,0,0.816577222
2240,43.21,38.56,23.89,4,22,0,0.860778889
2241,45.36,40.67,23.54,4,23,0,0.569867779
2242,47.21,42.99,24.38,4,0,0,0.624787222
2243,47.83,42.73,24.67,4,1,0,1.163580557
2244,47.19,42.37,25.21,4,2,0,1.020728332
2245,46.97,41.69,26.09,4,3,0,0.590624445
2246,46.7,40.5,26.37,4,4,0,0.534518331
2247,45.02,38.04,28.97,4,5,0,0.396247221
2248,44.54,37.38,27.23,4,6,0,0.519341667
2249,43.05,34.93,28.64,4,7,0,0.537673888
2250,38.98,32.64,32.46,4,8,0,0.584717777
2251,37.69,30.27,32.48,4,9,0,0.482649445
2252,36.89,28.98,32.33,4,10,0,0.375851668
2253,36.66,30.51,31.58,4,11,0,0.529462778
2254,36.14,30.96,31.28,4,12,0,0.389302778
2255,35.39,28.19,32.52,4,13,0,0.304865555
2256,35.93,28.75,32.56,4,14,0,0.26431
2257,36.06,30.3,32.56,4,15,0,0.243465
2258,36.13,30.95,32.56,4,16,0,0.198712221
2259,36.05,31.49,33.42,4,17,0,0.453216667
2260,36.33,32.67,33.53,4,18,0,0.290943888
2261,36.22,36.22,33.53,4,19,0,0.677791666
2262,36.47,36.47,33.99,4,20,0,0.466700556
2263,39.85,34.54,35.43,4,21,0,0.314853889
2264,41.68,36.92,35.7,4,22,0,0.385312222
2265,42.14,35.37,34.06,4,23,0,0.671255554
2266,42.04,34.63,33.4,4,0,0,0.432834444
2267,42.17,35.16,32.18,4,1,0,0.503321668
2268,43.27,35.88,30.45,4,2,0,0.552226668
2269,43.46,35.76,26.08,4,3,0,0.664959444
2270,41.67,33.4,26.54,4,4,0,0.632343334
2271,39.87,32.0,25.04,4,5,0,0.603583334
2272,38.87,29.62,23.0,4,6,0,0.81096889
2273,37.42,28.35,23.33,4,7,0,0.833034447
2274,36.53,28.81,21.77,4,8,0,0.802994445
2275,35.53,27.61,21.35,4,9,0,0.956062222
2276,35.36,27.45,21.07,4,10,0,1.419
2277,35.05,26.71,21.07,4,11,0,1.165327222
2278,34.48,26.41,21.14,4,12,0,0.719355555
2279,34.34,25.46,21.5,4,13,0,0.659654445
2280,34.1,25.17,21.56,4,14,0,0.636017223
2281,33.75,25.08,21.6,4,15,0,0.616978888
2282,32.66,23.27,21.27,4,16,0,0.700279444
2283,31.88,22.49,20.09,4,17,0,0.923175554
2284,30.63,21.04,19.86,4,18,0,0.894653888
2285,29.78,20.49,19.4,4,19,0,1.189965001
2286,32.32,25.17,19.6,4,20,0,0.862420555
2287,34.62,27.35,19.42,4,21,0,0.654751111
2288,36.69,30.65,19.47,4,22,0,0.899460556
2289,39.45,34.67,19.44,4,23,0,1.269042221
2290,42.7,38.48,19.41,4,0,0,0.520508332
2291,45.02,39.92,19.22,4,1,0,0.449742224
2292,48.11,44.2,19.83,4,2,0,0.46981611
2293,50.57,50.57,19.16,4,3,0,0.374230002
2294,51.81,51.81,19.38,4,4,0,0.324280555
2295,52.74,52.74,19.9,4,5,0,0.256765001
2296,52.65,52.65,21.37,4,6,0,0.40096
2297,50.54,50.54,21.77,4,7,0,0.397665001
2298,42.7,42.7,24.6,4,8,0,0.35086
2299,37.98,37.98,24.84,4,9,0,0.238327223
2300,35.68,32.4,26.06,4,10,0,0.347131666
2301,32.79,27.69,24.95,4,11,0,0.332616665
2302,31.53,27.4,24.9,4,12,0,0.207376111
2303,30.53,30.53,25.05,4,13,0,0.168189445
2304,30.12,26.26,25.06,4,14,0,0.185793332
2305,29.91,29.91,25.45,4,15,0,0.220177778
2306,29.04,24.61,24.79,4,16,0,0.355715001
2307,28.08,28.08,24.15,4,17,0,0.466323333
2308,27.16,27.16,23.94,4,18,0,0.831041667
2309,27.07,22.94,23.97,4,19,0,0.959978335
2310,33.61,33.61,27.62,4,20,0,0.55903611
2311,38.84,35.42,27.08,4,21,0,0.562136111
2312,46.26,43.91,25.89,4,22,0,0.670591667
2313,54.46,54.46,21.95,4,23,0,0.678140001
2314,55.57,55.57,20.87,4,0,0,0.665296112
2315,55.41,55.41,20.07,4,1,0,0.776148334
2316,55.06,55.06,19.46,4,2,0,0.716818889
2317,54.76,54.76,20.65,4,3,0,1.547845
2318,53.43,53.43,21.98,4,4,0,0.739241112
2319,52.43,52.43,19.75,4,5,0,0.691349445
2320,51.22,51.22,19.31,4,6,0,1.005026665
2321,50.47,50.47,19.56,4,7,0,1.253129999
2322,49.26,45.2,20.88,4,8,0,1.195276111
2323,47.32,42.47,25.01,4,9,0,1.08899611
2324,43.6,37.02,30.36,4,10,0,1.141255
2325,43.29,36.61,37.22,4,11,0,1.071101109
2326,43.92,36.25,39.03,4,12,0,0.883075
2327,44.21,37.07,40.1,4,13,0,0.623583333
2328,44.89,36.95,40.55,4,14,0,0.598799444
2329,46.27,40.46,41.49,4,15,0,0.567883334
2330,46.0,43.1,41.65,4,16,0,0.842683334
2331,45.36,40.65,42.26,4,17,0,0.94014
2332,45.42,42.84,42.34,4,18,0,1.021358889
2333,45.84,40.58,43.14,4,19,0,0.788012779
2334,46.31,44.74,44.03,4,20,0,0.79788
2335,47.88,45.72,44.88,4,21,0,0.802147778
2336,50.5,50.5,46.88,4,22,0,0.658862224
2337,52.91,52.91,48.32,4,23,0,0.323505556
2338,55.93,55.93,49.25,4,0,0,0.396649445
2339,58.55,58.55,50.09,4,1,0,0.34564111
2340,61.45,61.45,48.12,4,2,0,0.994337221
2341,59.91,59.91,46.04,4,3,0,0.300659446
2342,56.76,56.76,42.3,4,4,0,0.319935556
2343,50.9,50.9,39.51,4,5,0,0.147035557
2344,48.63,43.28,36.64,4,6,0,0.292670554
2345,46.01,41.12,35.1,4,7,0,0.451067222
2346,43.87,38.6,33.44,4,8,0,0.212673889
2347,42.7,36.03,32.38,4,9,0,0.216997778
2348,41.54,33.47,32.33,4,10,0,0.211884999
2349,41.21,32.76,32.85,4,11,0,0.248821112
2350,41.24,34.64,33.0,4,12,0,0.242217222
2351,41.0,34.52,33.63,4,13,0,0.234682223
2352,40.11,34.79,33.65,4,14,0,0.274652777
2353,39.21,36.17,33.44,4,15,0,0.306185557
2354,37.35,32.83,32.22,4,16,0,0.440656665
2355,34.5,29.6,31.31,4,17,0,0.484649999
2356,34.08,29.67,31.12,4,18,0,0.539027222
2357,34.78,34.78,32.11,4,19,0,0.869791111
2358,39.52,35.13,34.02,4,20,0,0.730846668
2359,42.31,38.02,34.2,4,21,0,0.923577778
2360,44.3,38.98,33.96,4,22,0,0.650615555
2361,47.35,42.77,32.16,4,23,0,0.686916111
2362,47.78,42.05,29.14,4,0,0,0.765916111
2363,51.26,51.26,25.54,4,1,0,1.147974999
2364,50.06,50.06,21.97,4,2,0,0.925566111
2365,49.93,44.58,18.92,4,3,0,0.962467778
2366,50.39,50.39,15.78,4,4,0,0.85763
2367,49.37,43.61,12.01,4,5,0,0.875660557
2368,48.04,42.18,11.17,4,6,0,1.139207778
2369,45.27,38.99,8.98,4,7,0,0.98607111
2370,42.02,37.26,9.43,4,8,0,1.046585001
2371,39.54,34.07,9.75,4,9,0,1.488692223
2372,36.29,31.54,13.11,4,10,0,1.076425557
2373,35.3,29.91,14.88,4,11,0,0.963317222
2374,31.58,27.73,17.17,4,12,0,0.599439444
2375,29.73,25.99,17.94,4,13,0,0.527472223
2376,27.82,27.82,18.62,4,14,0,0.500596668
2377,26.25,21.86,18.64,4,15,0,0.468932778
2378,25.02,18.2,19.02,4,16,0,0.486486111
2379,24.74,19.8,19.09,4,17,0,0.476743889
2380,24.36,19.46,18.96,4,18,0,0.441490556
2381,25.09,18.84,19.94,4,19,0,0.551930001
2382,31.69,26.13,22.96,4,20,0,0.639862222
2383,39.45,37.03,21.61,4,21,0,0.444325556
2384,46.3,42.29,20.3,4,22,0,0.200972222
2385,50.95,50.95,16.69,4,23,0,0.141699999
2386,54.31,54.31,19.02,4,0,0,0.242070557
2387,57.93,57.93,23.05,4,1,0,0.236170001
2388,59.48,59.48,22.88,4,2,0,0.236966668
2389,61.64,61.64,24.74,4,3,0,0.243040556
2390,61.91,61.91,25.03,4,4,0,0.214163333
2391,61.75,61.75,25.37,4,5,0,0.243175001
2392,60.34,60.34,25.48,4,6,0,1.051502222
2393,58.09,58.09,25.59,4,7,0,0.470011111
2394,54.97,54.97,26.01,4,8,0,0.330577222
2395,54.78,54.78,27.38,4,9,0,0.327626666
2396,54.15,54.15,28.26,4,10,0,0.371573889
2397,53.59,53.59,30.22,4,11,0,0.399111666
2398,54.09,54.09,31.1,4,12,0,0.390179445
2399,53.95,53.95,31.96,4,13,0,0.380948333
2400,53.87,53.87,31.76,4,14,0,0.414143889
2401,54.23,54.23,31.87,4,15,0,0.45159111
2402,52.2,52.2,32.37,4,16,0,0.552951111
2403,51.11,51.11,32.9,4,17,0,0.629243332
2404,49.31,47.41,34.48,4,18,0,1.321411112
2405,48.36,46.35,34.92,4,19,0,1.481198333
2406,52.8,52.8,36.4,4,20,0,0.996087777
2407,55.67,55.67,39.83,4,21,0,0.623712779
2408,56.55,56.55,40.03,4,22,0,0.637543888
2409,58.13,58.13,39.66,4,23,0,0.63270389
2410,59.89,59.89,38.48,4,0,0,0.972446666
2411,62.39,62.39,37.85,4,1,0,1.024320557
2412,62.94,62.94,36.13,4,2,0,1.067333333
2413,62.43,62.43,36.39,4,3,0,0.801357779
2414,58.27,58.27,40.54,4,4,0,0.826882778
2415,53.53,53.53,44.04,4,5,0,0.728178889
2416,51.17,51.17,44.39,4,6,0,0.752456666
2417,48.73,46.78,42.84,4,7,0,0.854222223
2418,46.91,46.91,43.1,4,8,0,0.909222222
2419,46.12,46.12,43.24,4,9,0,0.951707778
2420,45.1,45.1,42.74,4,10,0,1.179879444
2421,43.84,43.84,42.34,4,11,0,1.135719445
2422,42.53,42.53,41.12,4,12,0,0.669209445
2423,40.95,40.95,39.64,4,13,0,0.393364444
2424,40.04,40.04,38.82,4,14,0,0.367721667
2425,39.03,39.03,38.34,4,15,0,1.083572778
2426,37.62,37.62,36.51,4,16,0,0.377873333
2427,37.61,37.61,36.53,4,17,0,0.616741112
2428,36.81,36.81,35.99,4,18,0,0.908437779
2429,36.68,36.68,36.16,4,19,0,0.814705554
2430,39.14,39.14,38.38,4,20,0,0.238682223
2431,42.53,42.53,39.89,4,21,0,0.184128889
2432,45.82,45.82,41.38,4,22,0,0.241558889
2433,52.95,52.95,38.75,4,23,0,0.207222222
2434,58.44,58.44,35.89,4,0,0,0.291186665
2435,61.79,61.79,34.36,4,1,0,0.298274444
2436,63.38,63.38,31.3,4,2,0,0.274676666
2437,64.62,64.62,31.22,4,3,0,0.267134999
2438,65.52,65.52,30.04,4,4,0,0.227057779
2439,65.96,65.96,28.47,4,5,0,0.220913334
2440,63.95,63.95,27.64,4,6,0,0.341865
2441,61.12,61.12,28.9,4,7,0,0.431396112
2442,53.49,53.49,33.95,4,8,0,0.653229445
2443,48.38,47.23,34.47,4,9,0,0.853602777
2444,45.69,45.69,34.65,4,10,0,0.635846668
2445,45.21,43.48,33.32,4,11,0,0.559651111
2446,43.34,43.34,32.47,4,12,0,0.628821665
2447,44.58,41.95,32.54,4,13,0,0.693983335
2448,42.74,40.69,33.83,4,14,0,0.677341113
2449,40.8,38.2,33.32,4,15,0,1.20144389
2450,43.46,38.87,33.56,4,16,0,0.912063889
2451,44.2,39.76,33.87,4,17,0,1.121109443
2452,46.06,40.85,34.41,4,18,0,1.022792777
2453,47.22,44.01,36.78,4,19,0,1.314208889
2454,47.43,46.11,38.23,4,20,0,1.244477222
2455,47.66,43.7,39.91,4,21,0,0.677333334
2456,50.94,50.94,39.4,4,22,0,0.726708888
2457,54.93,54.93,42.18,4,23,0,0.650696111
2458,57.53,57.53,44.6,4,0,0,1.531293333
