,temperature,apparentTemperature,dewPoint,month,hour,is_holiday,gen
0,16.67,3.95,2.41,1,13,1,0.354548888
1,16.19,4.18,1.68,1,14,1,0.597740001
2,15.69,4.41,2.59,1,15,1,0.948386111
3,15.29,4.29,3.29,1,16,1,1.144894443
4,15.37,5.12,3.95,1,17,1,1.162589446
5,14.81,4.37,5.11,1,18,1,1.209544444
6,14.4,3.9,5.28,1,19,1,0.911268332
7,13.79,4.45,4.98,1,20,1,0.647213887
8,14.5,6.35,6.18,1,21,1,0.530383887
9,17.05,11.24,8.93,1,22,1,0.57247
10,18.29,7.31,8.4,1,23,1,0.640576111
11,19.68,10.2,6.92,1,0,0,0.613165556
12,20.82,10.85,6.69,1,1,0,0.654899444
13,21.61,12.0,6.52,1,2,0,0.690841668
14,21.63,11.84,6.48,1,3,0,0.621635
15,21.74,13.65,6.97,1,4,0,0.742779444
16,21.52,14.46,6.89,1,5,0,0.776897222
17,19.73,12.71,7.11,1,6,0,0.920466111
18,17.26,12.5,7.87,1,7,0,0.969425555
19,16.5,16.5,8.07,1,8,0,1.212095
20,17.39,12.22,8.59,1,9,0,1.307596111
21,16.34,16.34,9.6,1,10,0,1.294669444
22,17.25,10.39,9.67,1,11,0,1.023761667
23,17.04,17.04,10.07,1,12,0,1.184938334
24,15.97,15.97,10.59,1,13,0,0.934003334
25,15.55,8.28,11.26,1,14,0,1.525793889
26,14.8,7.67,10.71,1,15,0,0.866708334
27,14.51,14.51,11.1,1,16,0,0.799127221
28,14.09,8.14,10.11,1,17,0,0.924177778
29,12.14,5.41,7.93,1,18,0,1.253684446
30,10.08,4.39,6.27,1,19,0,0.900755555
31,9.23,-2.8,5.38,1,20,0,1.003233333
32,8.98,-3.52,4.73,1,21,0,0.959057777
33,8.29,-5.18,3.92,1,22,0,0.794929443
34,11.0,-1.72,5.48,1,23,0,0.644269445
35,11.31,0.34,6.22,1,0,0,0.627638333
36,11.84,0.92,5.6,1,1,0,0.699936111
37,11.36,-2.0,4.17,1,2,0,0.706766666
38,10.56,-5.56,3.36,1,3,0,0.594113889
39,9.83,-5.98,4.65,1,4,0,0.453781667
40,9.49,-4.72,3.18,1,5,0,0.486698889
41,8.84,-4.49,3.28,1,6,0,0.640661111
42,8.59,-5.36,2.79,1,7,0,0.677998889
43,7.71,-5.04,1.59,1,8,0,0.691628334
44,6.91,-6.9,0.68,1,9,0,0.752518889
45,6.42,-8.0,-1.16,1,10,0,0.452160557
46,5.34,-5.3,-1.4,1,11,0,0.430217777
47,5.17,-6.03,-1.62,1,12,0,0.271274999
48,-0.25,-11.65,-5.51,1,13,0,0.529045001
49,-1.06,-11.03,-6.49,1,14,0,0.371090001
50,-2.1,-11.52,-7.45,1,15,0,0.872564444
51,-2.51,-13.67,-7.74,1,16,0,0.991867777
52,-3.49,-16.24,-7.57,1,17,0,1.127462777
53,-2.94,-16.78,-8.82,1,18,0,1.070512223
54,-3.66,-16.43,-9.04,1,19,0,0.851736666
55,-3.75,-15.98,-9.02,1,20,0,0.720486666
56,-3.76,-16.19,-10.34,1,21,0,0.499694999
57,-3.59,-16.66,-10.85,1,22,0,0.650337777
58,-2.63,-18.29,-10.99,1,23,0,0.930647777
59,-0.45,-16.23,-11.26,1,0,0,0.837492222
60,0.13,-15.46,-11.02,1,1,0,0.896559999
61,1.62,-14.14,-10.59,1,2,0,0.607687779
62,2.67,-12.67,-10.63,1,3,0,0.462213889
63,3.05,-11.26,-10.32,1,4,0,0.119392778
64,2.01,-12.65,-10.47,1,5,0,0.463329445
65,-0.07,-10.34,-10.28,1,6,0,0.739615001
66,-1.64,-14.36,-10.21,1,7,0,0.645394999
67,-3.64,-16.72,-11.9,1,8,0,0.972211113
68,-6.45,-6.45,-12.6,1,9,0,0.993235001
69,-9.13,-9.13,-14.05,1,10,0,1.292138332
70,-10.68,-10.68,-16.17,1,11,0,0.721683334
71,-12.26,-12.26,-17.51,1,12,0,0.275926112
72,-11.59,-23.8,-16.82,1,13,0,0.387321665
73,-12.32,-25.61,-17.76,1,14,0,0.31173889
74,-13.55,-13.55,-18.62,1,15,0,0.257555002
75,-13.72,-22.95,-18.78,1,16,0,0.607480557
76,-13.38,-13.38,-18.98,1,17,0,0.705107779
77,-10.83,-10.83,-15.88,1,18,0,0.593200554
78,-9.19,-20.09,-14.43,1,19,0,0.669423335
79,-8.91,-18.6,-13.42,1,20,0,0.588633333
80,-6.53,-18.54,-12.18,1,21,0,0.541018333
81,-2.71,-10.22,-8.67,1,22,0,0.441108334
82,2.69,-12.39,-5.82,1,23,0,0.527856111
83,10.08,-1.63,-5.59,1,0,0,0.632306666
84,15.32,6.72,-4.29,1,1,0,0.66985889
85,19.07,12.12,-4.17,1,2,0,0.673706667
86,21.65,13.34,-2.52,1,3,0,0.722621109
87,22.72,11.56,-1.68,1,4,0,0.774413333
88,20.55,14.37,2.17,1,5,0,0.828251667
89,16.81,6.35,2.07,1,6,0,0.878050001
90,14.52,4.54,2.99,1,7,0,0.879813889
91,14.21,6.51,2.29,1,8,0,1.092607221
92,11.65,-0.49,2.96,1,9,0,1.159651666
93,11.12,-0.56,1.72,1,10,0,1.852293891
94,11.53,0.67,2.2,1,11,0,1.069153889
95,12.01,6.04,2.59,1,12,0,0.697992779
96,10.67,1.88,2.6,1,13,0,0.841511112
97,8.65,8.65,3.2,1,14,0,0.908423888
98,6.91,-0.63,1.94,1,15,0,0.856086665
99,5.67,-5.54,0.03,1,16,0,0.874813887
100,4.36,4.36,0.5,1,17,0,1.162059444
101,3.76,-2.98,-0.89,1,18,0,1.01637389
102,2.26,-6.13,-1.74,1,19,0,1.021537222
103,1.34,1.34,-2.99,1,20,0,0.563926666
104,1.99,1.99,-1.41,1,21,0,0.587830555
105,8.98,8.98,4.4,1,22,0,0.530957779
106,16.32,9.28,7.81,1,23,0,0.645917222
107,23.12,23.12,9.99,1,0,0,0.564248332
108,28.53,24.77,11.44,1,1,0,0.478677778
109,31.58,26.58,12.72,1,2,0,0.42212389
110,34.01,34.01,13.54,1,3,0,0.39143611
111,35.35,31.77,14.76,1,4,0,0.392682222
112,35.4,29.41,16.49,1,5,0,0.314343889
113,35.86,30.96,18.96,1,6,0,0.412517222
114,35.28,27.9,28.28,1,7,0,0.451013889
115,34.76,27.71,31.49,1,8,0,0.601232224
116,36.61,29.77,33.64,1,9,0,0.319995554
117,37.76,29.73,34.61,1,10,0,0.736932779
118,40.74,33.4,37.28,1,11,0,0.51545278
119,40.8,32.9,37.51,1,12,0,0.398282223
120,40.9,35.63,37.51,1,13,0,0.287402779
121,42.57,34.78,39.37,1,14,0,0.214312222
122,43.27,35.59,40.71,1,15,0,0.23819111
123,43.37,35.99,41.22,1,16,0,0.367332222
124,44.24,38.14,42.28,1,17,0,0.974847223
125,47.03,40.53,44.23,1,18,0,0.891098889
126,45.63,40.91,43.9,1,19,0,0.969792222
127,48.84,44.26,46.7,1,20,0,0.995330555
128,51.78,51.78,49.57,1,21,0,0.937380001
129,55.72,55.72,50.73,1,22,0,0.974866111
130,46.68,42.07,43.4,1,23,0,0.83979889
131,44.31,42.26,41.69,1,0,0,0.659060555
132,42.17,35.42,40.03,1,1,0,0.750865001
133,36.1,29.94,30.61,1,2,0,0.810163888
134,33.88,25.68,28.79,1,3,0,0.773433335
135,33.38,23.86,25.4,1,4,0,0.803275
136,31.15,20.59,20.25,1,5,0,0.874378333
137,29.73,18.81,18.02,1,6,0,0.999909999
138,28.56,18.4,16.71,1,7,0,1.200511112
139,27.51,16.35,16.8,1,8,0,1.134967223
140,25.81,13.05,13.94,1,9,0,0.925387778
141,24.71,12.61,10.98,1,10,0,1.822062222
142,23.4,11.52,10.81,1,11,0,0.996923335
143,21.36,8.44,9.86,1,12,0,1.095509444
144,15.76,-0.09,0.41,1,13,0,0.99307
145,13.08,-2.92,-3.49,1,14,0,0.888268333
146,10.11,-5.88,-5.34,1,15,0,0.965733334
147,8.62,-6.58,-6.77,1,16,0,1.014349444
148,7.41,-9.49,-8.26,1,17,0,1.323079999
149,6.3,-9.93,-8.05,1,18,0,1.294486666
150,5.26,-13.46,-7.27,1,19,0,1.560093334
151,4.93,-12.48,-6.43,1,20,0,1.418122776
152,3.75,-14.72,-5.71,1,21,0,0.83486611
153,5.25,-12.78,-8.54,1,22,0,0.726511668
154,5.37,-13.75,-9.01,1,23,0,0.864591666
155,6.42,-10.41,-10.04,1,0,0,0.731517777
156,5.88,-12.56,-11.72,1,1,0,0.671704444
157,6.08,-12.21,-12.23,1,2,0,0.62591389
158,5.94,-11.39,-11.56,1,3,0,0.647869444
159,5.96,-11.13,-12.3,1,4,0,0.600859444
160,6.19,-10.9,-12.58,1,5,0,0.483417779
161,4.68,-11.02,-13.16,1,6,0,0.435268889
162,4.52,-11.01,-12.57,1,7,0,0.884276111
163,4.25,-12.9,-13.32,1,8,0,0.665953335
164,4.14,-12.53,-13.3,1,9,0,0.331017222
165,4.05,-12.61,-12.8,1,10,0,0.55081278
166,4.17,-9.25,-11.19,1,11,0,0.259804999
167,4.71,-10.98,-11.0,1,12,0,0.269831111
168,4.73,-9.35,-10.84,1,13,0,0.244166111
169,4.65,-6.18,-9.34,1,14,0,0.150172777
170,4.56,-6.75,-8.47,1,15,0,0.526933334
171,4.66,-5.01,-7.57,1,16,0,0.737069443
172,4.39,-5.9,-7.22,1,17,0,1.150193889
173,4.3,-7.31,-7.44,1,18,0,1.011091667
174,4.08,-8.77,-6.64,1,19,0,0.956859999
175,4.0,-10.35,-6.55,1,20,0,0.737967223
176,4.74,-7.7,-5.69,1,21,0,0.602678888
177,7.43,-7.73,-5.25,1,22,0,0.837407224
178,10.26,-1.93,-3.6,1,23,0,1.164680557
179,12.39,2.52,-2.55,1,0,0,0.982992777
180,14.55,5.91,-1.78,1,1,0,1.018306666
181,15.84,5.89,-1.74,1,2,0,1.103536667
182,17.5,8.78,-0.77,1,3,0,0.823258889
183,17.3,8.27,-0.74,1,4,0,0.713508888
184,17.05,7.2,-0.65,1,5,0,0.706794444
185,14.6,8.12,0.77,1,6,0,0.820347777
186,13.49,7.77,0.97,1,7,0,1.219688331
187,12.01,5.07,1.33,1,8,0,1.509194444
188,10.57,1.55,2.99,1,9,0,1.323617779
189,10.92,10.92,3.7,1,10,0,1.271835
190,11.74,11.74,3.92,1,11,0,0.989341668
191,12.15,5.32,4.4,1,12,0,0.908341665
192,13.63,4.72,3.51,1,13,0,0.958172779
193,13.68,6.96,3.94,1,14,0,0.789455
194,13.44,4.54,3.47,1,15,0,0.800441111
195,14.62,4.21,3.06,1,16,0,0.871632778
196,14.05,3.46,3.41,1,17,0,1.35239111
197,14.64,5.45,3.97,1,18,0,1.122218333
198,13.56,13.56,3.85,1,19,0,1.216364444
199,14.24,1.39,5.05,1,20,0,0.852853332
200,14.89,1.68,5.64,1,21,0,0.649039444
201,17.18,7.0,7.65,1,22,0,0.674808332
202,19.77,8.22,8.23,1,23,0,0.763831668
203,22.04,10.42,7.37,1,0,0,0.654406667
204,23.85,14.02,6.73,1,1,0,0.548795556
205,24.33,16.22,6.7,1,2,0,0.505062777
206,25.3,17.81,7.41,1,3,0,0.415615555
207,25.44,19.7,7.35,1,4,0,0.259000001
208,25.04,25.04,7.83,1,5,0,0.289272778
209,19.64,19.64,9.44,1,6,0,0.365908888
210,16.89,11.27,9.38,1,7,0,0.626745555
211,14.64,14.64,8.45,1,8,0,1.00468
212,13.06,1.72,7.84,1,9,0,0.986613888
213,11.57,2.38,6.84,1,10,0,0.826124444
214,11.05,0.73,6.34,1,11,0,0.425951111
215,9.63,0.56,5.98,1,12,0,0.184256666
216,9.78,-1.22,5.24,1,13,0,0.150274998
217,10.19,-1.24,6.03,1,14,0,0.202908889
218,12.51,2.46,7.48,1,15,0,0.320067777
219,14.41,2.4,8.35,1,16,0,0.332132223
220,17.23,7.69,10.09,1,17,0,1.00462889
221,18.3,9.52,14.77,1,18,0,0.993341666
222,19.45,10.92,16.03,1,19,0,1.010904445
223,19.98,12.19,16.69,1,20,0,1.010788889
224,20.54,12.09,17.36,1,21,0,0.600102779
225,23.7,17.43,18.67,1,22,0,1.353328333
226,24.97,18.4,19.88,1,23,0,0.567730555
227,26.88,21.01,22.31,1,0,0,0.59851
228,28.3,22.94,23.52,1,1,0,0.683609444
229,31.09,24.33,24.84,1,2,0,0.767184444
230,32.7,29.49,26.42,1,3,0,0.819370554
231,33.14,28.78,26.89,1,4,0,0.709162224
232,32.57,29.52,27.42,1,5,0,0.691950555
233,30.72,27.59,26.84,1,6,0,0.848278332
234,30.19,24.64,26.48,1,7,0,0.781610557
235,31.31,31.31,27.65,1,8,0,1.111104444
236,30.08,30.08,27.32,1,9,0,1.053496112
237,30.56,26.16,27.31,1,10,0,1.307763334
238,31.44,24.58,28.41,1,11,0,1.243067222
239,32.5,27.71,29.16,1,12,0,0.867170555
240,32.57,26.55,29.34,1,13,0,0.792988889
241,33.41,27.99,30.89,1,14,0,0.886140556
242,33.87,27.88,31.68,1,15,0,1.609343332
243,34.68,26.91,33.38,1,16,0,1.306302778
244,36.81,30.57,34.92,1,17,0,1.16102389
245,39.05,36.02,37.2,1,18,0,1.12805889
246,38.86,32.51,37.72,1,19,0,1.07640389
247,43.2,36.79,41.41,1,20,0,0.464849999
248,46.35,40.49,42.66,1,21,0,0.624066111
249,46.13,41.05,43.34,1,22,0,0.381124444
250,47.37,42.69,45.21,1,23,0,0.695834444
251,50.93,50.93,48.23,1,0,0,0.642212224
252,53.59,53.59,49.42,1,1,0,0.327491668
253,54.58,54.58,50.74,1,2,0,0.306936666
254,53.77,53.77,52.19,1,3,0,0.263490554
255,57.41,57.41,52.88,1,4,0,0.232261667
256,58.63,58.63,52.87,1,5,0,0.296542221
257,57.9,57.9,53.7,1,6,0,0.360127778
258,56.67,56.67,52.97,1,7,0,0.450002222
259,56.15,56.15,52.09,1,8,0,0.536401109
260,53.91,53.91,50.28,1,9,0,0.745681667
261,51.84,51.84,48.84,1,10,0,0.577705556
262,50.74,50.74,46.26,1,11,0,0.289782778
263,47.02,42.92,43.49,1,12,0,0.450165554
264,44.8,41.35,40.91,1,13,0,0.456513887
265,43.79,39.62,38.16,1,14,0,0.393534999
266,42.68,37.49,36.06,1,15,0,0.434718888
267,41.61,36.72,33.58,1,16,0,0.575752223
268,41.18,34.86,31.7,1,17,0,0.825604445
269,39.12,32.83,29.28,1,18,0,0.753120555
270,38.45,31.77,28.32,1,19,0,0.739686667
271,37.57,29.33,27.49,1,20,0,0.774765555
272,37.52,30.09,27.52,1,21,0,0.970741668
273,37.51,28.76,27.35,1,22,0,1.102083333
274,37.66,29.88,28.02,1,23,0,1.338437221
275,37.73,29.53,28.15,1,0,0,0.953875555
276,37.86,28.96,27.51,1,1,0,0.890324445
277,37.75,28.18,27.82,1,2,0,0.893726669
278,37.93,29.7,27.05,1,3,0,0.795591113
279,37.8,29.23,26.01,1,4,0,0.747986111
280,36.95,28.3,24.91,1,5,0,0.737071666
281,36.51,28.88,24.65,1,6,0,0.846935554
282,36.42,27.54,23.26,1,7,0,0.916288334
283,35.67,26.37,23.49,1,8,0,1.049068889
284,35.55,25.43,22.84,1,9,0,0.83543222
285,35.43,26.82,22.6,1,10,0,1.355111667
286,35.32,26.86,22.42,1,11,0,0.65122611
287,34.79,28.75,22.32,1,12,0,0.698468887
288,33.93,27.52,22.29,1,13,0,0.655834444
289,32.86,26.73,22.32,1,14,0,0.487122777
290,31.62,26.01,22.23,1,15,0,0.537744999
291,30.49,24.63,22.98,1,16,0,0.499767777
292,27.99,24.23,22.97,1,17,0,1.147541111
293,27.63,27.63,22.7,1,18,0,0.686986667
294,25.99,21.36,22.33,1,19,0,0.921618334
295,26.68,21.66,22.47,1,20,0,0.481495
296,28.25,22.93,23.83,1,21,0,0.334898889
297,32.14,27.35,24.6,1,22,0,0.976934998
298,36.07,31.77,24.76,1,23,0,0.289855555
299,39.94,35.78,25.83,1,0,0,0.425364999
300,45.32,43.48,26.68,1,1,0,0.238402779
301,47.5,42.95,26.28,1,2,0,0.305910556
302,48.48,44.08,27.01,1,3,0,0.225434444
303,47.94,42.76,27.19,1,4,0,0.208203887
304,48.22,43.67,27.22,1,5,0,0.285623335
305,46.96,42.44,28.16,1,6,0,0.304255556
306,46.76,42.76,29.28,1,7,0,0.473537778
307,46.26,42.44,30.11,1,8,0,0.324485556
308,46.75,41.87,30.18,1,9,0,0.356400555
309,46.46,42.11,30.88,1,10,0,0.349468889
310,47.52,43.44,31.36,1,11,0,0.421393334
311,46.04,41.25,32.12,1,12,0,0.322532222
312,46.49,41.81,32.97,1,13,0,0.695157777
313,45.77,41.23,32.99,1,14,0,0.680132778
314,47.27,42.74,33.4,1,15,0,0.843582777
315,46.17,42.01,34.14,1,16,0,0.877924999
316,45.63,42.65,34.29,1,17,0,1.088218332
317,44.8,40.96,34.46,1,18,0,0.907115558
318,44.96,42.56,35.51,1,19,0,1.182504444
319,43.1,41.36,36.67,1,20,0,0.779167778
320,42.81,39.19,38.57,1,21,0,0.636467776
321,42.82,39.58,39.15,1,22,0,0.695630556
322,42.48,38.56,39.98,1,23,0,0.965203889
323,42.59,39.18,40.73,1,0,0,0.904586666
324,43.26,40.93,40.98,1,1,0,0.901764446
325,43.23,43.23,42.1,1,2,0,0.831021664
326,43.12,43.12,42.18,1,3,0,0.811577777
327,42.59,42.59,42.1,1,4,0,0.742856111
328,42.26,39.92,40.45,1,5,0,0.697316112
329,40.98,40.98,39.51,1,6,0,0.782816665
330,40.66,40.66,38.9,1,7,0,0.996192223
331,39.38,39.38,38.64,1,8,0,0.764029445
332,40.18,37.03,38.44,1,9,0,0.760186111
333,39.77,34.43,37.34,1,10,0,0.609276668
334,38.71,31.95,35.91,1,11,0,0.488687778
335,37.45,31.36,34.33,1,12,0,0.421028334
336,36.89,33.52,31.39,1,13,0,0.38216889
337,36.37,28.71,29.7,1,14,0,0.431835
338,35.11,29.57,28.59,1,15,0,0.355974999
339,33.36,27.8,27.6,1,16,0,0.717454444
340,30.83,30.83,26.46,1,17,0,0.925488889
341,28.26,24.78,26.38,1,18,0,0.903528334
342,27.41,27.41,25.54,1,19,0,1.278708335
343,26.41,20.62,24.42,1,20,0,0.445622222
344,28.17,23.26,25.55,1,21,0,0.22898
345,31.91,26.39,28.21,1,22,0,0.249126668
346,36.08,31.95,29.95,1,23,0,0.306867222
347,39.7,35.82,31.91,1,0,0,0.311077223
348,42.6,38.23,32.21,1,1,0,0.248102222
349,46.5,42.53,32.95,1,2,0,0.26127111
350,46.5,41.44,32.65,1,3,0,0.267349446
351,46.98,42.73,33.26,1,4,0,0.242568333
352,45.93,41.95,32.53,1,5,0,0.283187778
353,43.56,40.44,33.01,1,6,0,0.684651666
354,41.11,36.46,33.41,1,7,0,1.02352
355,40.39,38.28,33.32,1,8,0,0.802162222
356,41.12,41.12,33.19,1,9,0,0.483968333
357,37.5,33.6,32.81,1,10,0,0.547273333
358,36.95,33.0,32.17,1,11,0,0.463970555
359,36.37,36.37,31.61,1,12,0,0.472835001
360,35.87,35.87,31.55,1,13,0,0.611430001
361,35.46,32.55,31.42,1,14,0,0.736851666
362,34.65,30.91,31.15,1,15,0,0.89651111
363,33.71,30.37,30.72,1,16,0,1.028794445
364,32.15,26.63,30.06,1,17,0,1.170453891
365,31.49,26.03,29.44,1,18,0,1.405521666
366,30.49,25.15,28.16,1,19,0,1.305216665
367,30.26,24.68,28.12,1,20,0,1.214116666
368,30.24,26.92,27.89,1,21,0,1.526513333
369,30.47,25.87,28.04,1,22,0,1.026159445
370,30.7,30.7,27.99,1,23,0,0.812522221
371,32.34,28.99,27.7,1,0,0,0.805884444
372,31.37,26.81,27.4,1,1,0,0.785921666
373,31.31,28.38,27.5,1,2,0,0.787258888
374,31.14,25.46,28.16,1,3,0,0.694362223
375,31.09,31.09,27.46,1,4,0,0.684433889
376,31.01,27.33,27.26,1,5,0,0.634067777
377,30.83,30.83,27.24,1,6,0,0.73046111
378,30.68,27.52,27.48,1,7,0,0.867552777
379,30.11,30.11,26.72,1,8,0,0.58428611
380,30.33,30.33,27.31,1,9,0,0.748744444
381,30.36,30.36,27.2,1,10,0,0.471661111
382,30.01,25.74,27.16,1,11,0,0.399006112
383,29.93,29.93,27.95,1,12,0,0.464188889
384,29.82,25.32,27.85,1,13,0,0.274799446
385,29.83,29.83,27.68,1,14,0,0.228596664
386,28.24,28.24,27.49,1,15,0,0.266688888
387,27.65,21.57,26.44,1,16,0,0.26316389
388,27.48,27.48,26.45,1,17,0,0.712193888
389,25.88,22.14,22.8,1,18,0,0.875322222
390,21.99,17.67,21.16,1,19,0,0.77443889
391,22.17,22.17,20.2,1,20,0,0.531833888
392,24.49,24.49,22.39,1,21,0,0.259233332
393,28.14,23.13,24.9,1,22,0,0.277380556
394,29.6,23.98,25.11,1,23,0,0.447063889
395,32.36,25.92,25.36,1,0,0,0.362872222
396,34.31,30.13,24.18,1,1,0,0.462456113
397,36.23,30.93,22.94,1,2,0,0.438177222
398,37.91,32.08,22.69,1,3,0,0.417417777
399,38.56,32.6,23.45,1,4,0,0.413893888
400,37.79,32.65,22.94,1,5,0,0.450998889
401,32.55,28.41,24.56,1,6,0,0.581796111
402,30.17,30.17,24.09,1,7,0,0.666067778
403,28.32,24.06,23.5,1,8,0,0.946414999
404,27.7,23.77,23.76,1,9,0,0.677848333
405,28.77,22.55,23.71,1,10,0,0.914510001
406,26.81,17.89,23.39,1,11,0,0.863491666
407,26.04,26.04,22.8,1,12,0,0.828568889
408,25.39,20.68,22.76,1,13,0,0.697455556
409,24.59,19.37,21.98,1,14,0,0.738451667
410,23.68,15.47,21.34,1,15,0,0.728656667
411,23.63,23.63,21.25,1,16,0,0.885794443
412,23.64,19.48,21.88,1,17,0,0.814138333
413,24.85,21.17,22.19,1,18,0,1.231593888
414,25.13,25.13,22.8,1,19,0,1.861672223
415,25.4,25.4,22.7,1,20,0,0.801162223
416,25.78,21.33,23.09,1,21,0,0.932133887
417,27.7,23.82,24.2,1,22,0,0.796481111
418,32.62,27.15,26.6,1,23,0,0.896441111
419,34.35,28.41,27.75,1,0,0,1.801334444
420,34.93,29.73,28.51,1,1,0,1.423921111
421,35.82,35.82,28.35,1,2,0,0.645434444
422,33.82,33.82,29.0,1,3,0,0.536149445
423,31.19,26.2,29.29,1,4,0,0.512942221
424,30.57,25.75,27.89,1,5,0,0.432112778
425,30.18,24.3,27.88,1,6,0,0.572321111
426,28.66,21.75,26.46,1,7,0,0.491420556
427,28.52,21.28,24.87,1,8,0,0.560235002
428,27.51,20.0,24.56,1,9,0,0.702223334
429,27.29,19.71,21.97,1,10,0,0.495767778
430,26.56,18.12,21.7,1,11,0,0.515096111
431,25.65,19.45,20.88,1,12,0,0.403008889
432,25.41,17.98,20.77,1,13,0,0.279541112
433,25.32,17.22,20.34,1,14,0,0.249455001
434,24.51,17.63,19.63,1,15,0,0.195370555
435,23.82,17.45,19.6,1,16,0,0.353806668
436,23.71,16.92,19.37,1,17,0,0.491845555
437,23.63,17.76,19.09,1,18,0,0.518396109
438,23.53,16.85,18.4,1,19,0,0.909158332
439,22.09,15.5,18.68,1,20,0,0.578863888
440,21.9,21.9,19.19,1,21,0,0.495554444
441,23.36,17.1,19.17,1,22,0,0.484388334
442,24.62,17.58,19.04,1,23,0,0.515281667
443,26.35,19.69,18.81,1,0,0,0.441903332
444,26.75,18.87,18.31,1,1,0,0.553923334
445,27.37,18.87,16.82,1,2,0,0.58979
446,28.76,20.25,16.57,1,3,0,0.608188889
447,29.15,19.96,16.03,1,4,0,0.584815556
448,29.24,20.7,16.78,1,5,0,0.598104444
449,28.46,20.33,17.23,1,6,0,0.759246668
450,28.5,21.03,17.3,1,7,0,0.924426669
451,29.03,20.45,16.72,1,8,0,0.868670555
452,29.02,20.89,17.29,1,9,0,1.026267222
453,29.28,20.85,17.56,1,10,0,0.831152776
454,29.93,21.76,18.37,1,11,0,0.823000556
455,30.06,23.47,19.14,1,12,0,0.858397777
456,30.5,23.36,19.57,1,13,0,0.791555555
457,30.7,24.23,20.13,1,14,0,0.88404
458,30.67,23.5,20.16,1,15,0,0.89439889
459,30.72,24.67,21.0,1,16,0,1.136582779
460,31.25,25.89,20.72,1,17,0,1.272868888
461,30.91,25.53,21.31,1,18,0,1.143875002
462,31.35,23.55,21.26,1,19,0,0.818021111
463,31.07,25.52,21.23,1,20,0,0.779028333
464,31.19,25.58,21.5,1,21,0,0.745405
465,31.33,31.33,22.21,1,22,0,0.963283889
466,32.25,24.93,23.75,1,23,0,0.970159444
467,33.61,26.56,24.53,1,0,0,0.624117777
468,34.38,27.75,24.49,1,1,0,0.560481668
469,34.74,29.31,24.66,1,2,0,0.541065554
470,34.99,28.69,24.92,1,3,0,0.520002224
471,31.49,23.76,26.21,1,4,0,0.454763888
472,30.73,21.94,24.62,1,5,0,0.419351667
473,29.56,19.95,21.57,1,6,0,0.480720556
474,27.29,16.65,18.75,1,7,0,0.873938889
475,24.28,13.09,13.75,1,8,0,0.533803334
476,22.06,9.46,9.33,1,9,0,0.289378888
477,18.54,6.01,4.91,1,10,0,0.588384445
478,16.56,5.57,3.35,1,11,0,0.362093334
479,15.85,4.74,3.29,1,12,0,0.242838333
480,14.83,5.68,2.56,1,13,0,0.214932222
481,13.13,0.5,1.7,1,14,0,0.274934444
482,12.12,-0.78,-0.93,1,15,0,0.404874443
483,10.21,-0.05,-2.91,1,16,0,0.378780001
484,9.05,-2.91,-4.66,1,17,0,0.751976109
485,7.99,-2.52,-3.92,1,18,0,1.175258334
486,6.56,-2.19,-4.8,1,19,0,0.668922222
487,5.85,-2.79,-5.52,1,20,0,0.607688334
488,5.8,-4.98,-6.48,1,21,0,0.557835554
489,6.43,-4.73,-7.65,1,22,0,0.600191666
490,7.23,-0.04,-6.64,1,23,0,0.93700111
491,8.09,-1.27,-7.72,1,0,0,1.195785557
492,8.88,-2.09,-7.94,1,1,0,1.102171111
493,8.64,-2.0,-7.82,1,2,0,1.16395389
494,8.69,-0.55,-6.8,1,3,0,0.944407222
495,7.96,-3.9,-6.44,1,4,0,0.760679443
496,7.95,-1.13,-6.14,1,5,0,0.875949444
497,7.5,-1.96,-5.87,1,6,0,0.964185001
498,7.12,-1.23,-4.31,1,7,0,1.386395555
499,6.3,-5.95,-5.37,1,8,0,1.285655001
500,5.71,-7.27,-5.87,1,9,0,1.212100001
501,4.89,-6.03,-6.25,1,10,0,1.026758334
502,4.4,-6.82,-6.38,1,11,0,1.030437778
503,3.5,-7.21,-6.45,1,12,0,0.948077778
504,2.49,-9.16,-7.51,1,13,0,0.854226667
505,0.26,-14.67,-9.39,1,14,0,0.857261111
506,-1.61,-13.9,-10.95,1,15,0,1.033433889
507,-2.58,-16.49,-11.99,1,16,0,0.987274446
508,-3.68,-18.78,-12.83,1,17,0,1.348218334
509,-4.19,-17.08,-12.89,1,18,0,1.429489445
510,-4.53,-18.06,-13.74,1,19,0,1.425961109
511,-5.22,-18.07,-14.68,1,20,0,0.861361112
512,-5.59,-23.16,-15.27,1,21,0,1.102022777
513,-4.26,-17.47,-15.27,1,22,0,0.829114999
514,-2.28,-19.09,-13.89,1,23,0,0.898201666
515,0.66,-13.68,-12.26,1,0,0,1.042485555
516,2.55,-11.78,-12.01,1,1,0,0.913281111
517,4.04,-9.15,-10.47,1,2,0,0.965542223
518,5.83,-8.82,-9.63,1,3,0,0.957219444
519,6.78,-7.59,-9.4,1,4,0,0.780463333
520,6.49,-5.32,-9.42,1,5,0,0.721904446
521,5.26,-5.72,-9.65,1,6,0,0.770777223
522,3.83,-9.94,-9.85,1,7,0,1.055266667
523,3.35,-7.4,-9.91,1,8,0,0.70147389
524,2.28,-10.63,-9.93,1,9,0,0.978717778
525,1.04,-10.42,-9.22,1,10,0,0.539531666
